,poem_line,nazm_name,author_name
1356,مجھے اس نے نہیں دیکھا,اسے میں نے نہیں دیکھا,عباس تابش
1357,نہ میں نے اس کو دیکھا ہے,اسے میں نے نہیں دیکھا,عباس تابش
1358,نہ اس نے مجھ کو دیکھا ہے,اسے میں نے نہیں دیکھا,عباس تابش
1359,مگر اپنی محبت میں عجب حسن توازن ہے,اسے میں نے نہیں دیکھا,عباس تابش
1360,وہ اکثر سوچتی ہوگی,اسے میں نے نہیں دیکھا,عباس تابش
1361,میں کتنا اپنے دفتر میں ہوں کتنا گھر کی خلوت میں,اسے میں نے نہیں دیکھا,عباس تابش
1362,وہ مجھ کو مجھ پہ ہی تقسیم کر کے دیکھتی ہوگی,اسے میں نے نہیں دیکھا,عباس تابش
1363,مجھے محسوس ہوتا ہے,اسے میں نے نہیں دیکھا,عباس تابش
1364,کوئی دل چیرتی خوشبو مجھے آواز دیتی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1365,مگر آواز کے پیچھے کوئی چہرہ نہیں ہوتا,اسے میں نے نہیں دیکھا,عباس تابش
1366,وہ مجھ کو دیکھ لیتی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1367,مگر میری بصارت میں مہک چہرہ نہیں پاتی,اسے میں نے نہیں دیکھا,عباس تابش
1368,کہ خوشبو کس نے دیکھی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1369,صدا کو کس نے پکڑا ہے,اسے میں نے نہیں دیکھا,عباس تابش
1370,مکانی دوریاں کیسی؟ زمانی قربتیں کیسی؟,اسے میں نے نہیں دیکھا,عباس تابش
1371,وہ میرا جسم ہے لیکن اسے میں نے نہیں دیکھا,اسے میں نے نہیں دیکھا,عباس تابش
1372,میری بستی میں بہت دیر سے سناٹا ہے,بشر زندہ ہے,عارف اختر نقوی
1373,نہ کہیں نالہ و شیون نہ کوئی شور بکا,بشر زندہ ہے,عارف اختر نقوی
1374,پر کہیں دور بہت دور کسی کوچے سے,بشر زندہ ہے,عارف اختر نقوی
1375,ہولے ہولے سسکنے کی صدا آئی ہے,بشر زندہ ہے,عارف اختر نقوی
1376,سن کے یہ گریۂ افتادہ تسلی سی ہوئی,بشر زندہ ہے,عارف اختر نقوی
1377,میری بستی میں ابھی کوئی بشر زندہ ہے,بشر زندہ ہے,عارف اختر نقوی
1378,ختم ہو جائے گی یہ رات سحر زندہ ہے,بشر زندہ ہے,عارف اختر نقوی
1379,کیا عجب کہ یہی موہوم سی آواز,بشر زندہ ہے,عارف اختر نقوی
1380,یہی سسکاری,بشر زندہ ہے,عارف اختر نقوی
1381,ایک دن شور بکا بن جائے,بشر زندہ ہے,عارف اختر نقوی
1382,ایک اعلان وغا بن جائے,بشر زندہ ہے,عارف اختر نقوی
1383,پرانے بوٹ ہیں تسمے کھلے ہیں,سلونی سردیوں کی نظم,عامر سہیل
1384,ابھی مٹی کے چہرے ان دھلے ہیں,سلونی سردیوں کی نظم,عامر سہیل
1385,شرابیں اور مشکیزہ سحر کا,سلونی سردیوں کی نظم,عامر سہیل
1386,ابھی ہے جسم پاکیزہ گجر کا,سلونی سردیوں کی نظم,عامر سہیل
1387,ستے چہرے پہ استہزا کا موسم,سلونی سردیوں کی نظم,عامر سہیل
1388,لہو نبضوں سے خالی کر گیا ہے,سلونی سردیوں کی نظم,عامر سہیل
1389,گلے میں ملک کے تعویذ ڈالو,سلونی سردیوں کی نظم,عامر سہیل
1390,بدیسی برچھیوں سے ڈر گیا ہے,سلونی سردیوں کی نظم,عامر سہیل
1391,غزل دالان میں رکھی ہے میں نے,سلونی سردیوں کی نظم,عامر سہیل
1392,مہک ہے سنگترے کی قاش جیسی,سلونی سردیوں کی نظم,عامر سہیل
1393,یہ کیسی مے ہے جو چکھی ہے میں نے,سلونی سردیوں کی نظم,عامر سہیل
1394,مجھے عشاق یہ کہتے ہیں عامرؔ,سلونی سردیوں کی نظم,عامر سہیل
1395,بہت تنہا سسکتے دہر میں ہو!,سلونی سردیوں کی نظم,عامر سہیل
1396,بڑے شاعر ہو چھوٹے شہر میں ہو,سلونی سردیوں کی نظم,عامر سہیل
1397,فریب عصر سے مدہوش کمرا,سلونی سردیوں کی نظم,عامر سہیل
1398,نگوڑی تتلیوں سے بھر گیا ہے,سلونی سردیوں کی نظم,عامر سہیل
1399,سمندر پنڈلیوں تک آتے آتے,سلونی سردیوں کی نظم,عامر سہیل
1400,کسی پتھر کی سل پر مر گیا ہے,سلونی سردیوں کی نظم,عامر سہیل
1401,سلونی سردیوں سے جھانکتے ہیں,سلونی سردیوں کی نظم,عامر سہیل
1402,وہ ابرو کشتیوں کو ہانکتے ہیں,سلونی سردیوں کی نظم,عامر سہیل
1403,سلیٹی بادلوں کا یہ صحیفہ,سلونی سردیوں کی نظم,عامر سہیل
1404,مری مٹھی میں پڑھتا ہے وظیفہ,سلونی سردیوں کی نظم,عامر سہیل
1405,میں روتا ہوں تو رو پڑتے ہیں طائر,سلونی سردیوں کی نظم,عامر سہیل
1406,مرے حجرے میں کم آتے ہیں زائر,سلونی سردیوں کی نظم,عامر سہیل
1407,یہ پوریں نور بافی کر رہی ہیں,سلونی سردیوں کی نظم,عامر سہیل
1408,محبت کو غلافی کر رہی ہیں,سلونی سردیوں کی نظم,عامر سہیل
1409,تفاخر میں ہے دو ہونٹوں کا خم بھی,سلونی سردیوں کی نظم,عامر سہیل
1410,ابھی رکھا نہیں میں نے قلم بھی,سلونی سردیوں کی نظم,عامر سہیل
1411,اے خدا,بے یقینی کا صحرا,عارف اختر نقوی
1412,تیرا لاچار بندہ,بے یقینی کا صحرا,عارف اختر نقوی
1413,تشنہ لب بے سہارا,بے یقینی کا صحرا,عارف اختر نقوی
1414,بے یقینی کے صحرا میں تنہا کھڑا ہے,بے یقینی کا صحرا,عارف اختر نقوی
1415,کتابوں سے لہجوں سے لفظوں سے میرا یقیں اٹھ چکا ہے,بے یقینی کا صحرا,عارف اختر نقوی
1416,ہر طرف شور ہے کھوکھلے الفاظ و اظہار کا,بے یقینی کا صحرا,عارف اختر نقوی
1417,صرف پرچار کا,بے یقینی کا صحرا,عارف اختر نقوی
1418,سب عقیدے نظریے,بے یقینی کا صحرا,عارف اختر نقوی
1419,محض اشتہارات ہیں,بے یقینی کا صحرا,عارف اختر نقوی
1420,ڈھول پیٹے چلے جا رہے ہیں,بے یقینی کا صحرا,عارف اختر نقوی
1421,اس قدر شور ہے کہ سماعت بھی پتھرا گئی ہے,بے یقینی کا صحرا,عارف اختر نقوی
1422,اس قدر روشنی کے بصارت بھی دھندلا گئی,بے یقینی کا صحرا,عارف اختر نقوی
1423,اے خدا,بے یقینی کا صحرا,عارف اختر نقوی
1424,روشنی کے اندھیرے میں اک نور دے,بے یقینی کا صحرا,عارف اختر نقوی
1425,نور ایسا کہ جس سے منور ہو دل,بے یقینی کا صحرا,عارف اختر نقوی
1426,ابر رحمت یقیں کا,بے یقینی کا صحرا,عارف اختر نقوی
1427,بے یقینی کے صحرا پہ سایہ فگن ہو,بے یقینی کا صحرا,عارف اختر نقوی
1428,کیا یہی زندگی ہے کہ ہم,دعا,عارف اختر نقوی
1429,اپنے ہونے کی خوشیاں مناتے رہیں,دعا,عارف اختر نقوی
1430,جسم کی لذتوں نفس کی شہوتوں میں بھٹکتے رہیں,دعا,عارف اختر نقوی
1431,سارے بے آسرا غم گزیدوں کو عبرت کا ذریعہ سمجھ کر,دعا,عارف اختر نقوی
1432,اپنی آسائشوں نعمتوں کے لیے سجدۂ شکر میں اپنے سر کو جھکاتے رہیں,دعا,عارف اختر نقوی
1433,کیا یہی زندگی ہے,دعا,عارف اختر نقوی
1434,کیا یہی زندگی ہے کہ ہم,دعا,عارف اختر نقوی
1435,غاصبوں زرپرستوں سے نظریں چرا کر,دعا,عارف اختر نقوی
1436,بے کسوں بے سہاروں کو صبر و قناعت کی تلقین کرتے رہیں,دعا,عارف اختر نقوی
1437,گر یہی زندگی ہے تو میرے خدا,دعا,عارف اختر نقوی
1438,چھین لے ہم سے اپنی خلافت کا منصب,دعا,عارف اختر نقوی
1439,کہ ہم واقعی اس کے لائق نہیں,دعا,عارف اختر نقوی
1440,ورنہ اے میرے رب رحم کر رحم کر,دعا,عارف اختر نقوی
1441,زندگی دی ہے ہم کو تو پھر,دعا,عارف اختر نقوی
1442,زندگی کا سلیقہ سکھا دے,دعا,عارف اختر نقوی
1443,مجھے تم سے کوئی محبت نہ الفت,میرا سایہ,عارف اختر نقوی
1444,تعلق بھی اب ہے برائے تعلق,میرا سایہ,عارف اختر نقوی
1445,مگر تم سے جب بھی ملا ہوں,میرا سایہ,عارف اختر نقوی
1446,مجھے میرا سایہ,میرا سایہ,عارف اختر نقوی
1447,جسے میں وہیں چھوڑ آیا,میرا سایہ,عارف اختر نقوی
1448,جہاں وہ خیالوں کی وادی میں,میرا سایہ,عارف اختر نقوی
1449,خواہش کی تتلی کے پیچھے اڑا جا رہا تھا,میرا سایہ,عارف اختر نقوی
1450,تمہاری گھنی زلف کی بدلیوں میں,میرا سایہ,عارف اختر نقوی
1451,زمیں سے بہت دور لیکن,میرا سایہ,عارف اختر نقوی
1452,میرے پیر میں ڈور ایسی بندھی تھی,میرا سایہ,عارف اختر نقوی
1453,کہ جس نے مجھے بدلیوں سے اٹھا کر,میرا سایہ,عارف اختر نقوی
1454,زمیں پر بٹھا کر,میرا سایہ,عارف اختر نقوی
1455,میرے چاروں جانب کئی دائرے بن دئے ہیں,میرا سایہ,عارف اختر نقوی
1456,ہے دشوار جن سے نکلنا,میرا سایہ,عارف اختر نقوی
1457,مگر تم سے جب بھی ملا ہوں,میرا سایہ,عارف اختر نقوی
1458,مجھے میرا سایہ بہت یاد آیا,میرا سایہ,عارف اختر نقوی
1459,میں شہر تمنا کی تاراج نگری کے ملبے میں,کاش,عارف اختر نقوی
1460,لاچار و تنہا,کاش,عارف اختر نقوی
1461,کبھی اس کھنڈر پر کبھی اس کھنڈر تک,کاش,عارف اختر نقوی
1462,بھٹکتا ہوا,کاش,عارف اختر نقوی
1463,ڈھونڈتا پھر رہا ہوں,کاش,عارف اختر نقوی
1464,اپنے معصوم مسمار خوابوں کا ملبہ,کاش,عارف اختر نقوی
1465,تبھی اک طرف کو نظر جو گئی تو دکھائی دیا,کاش,عارف اختر نقوی
1466,ٹوٹے پھوٹے جلائے گئے کچھ مکاں,کاش,عارف اختر نقوی
1467,ایک مینار مسجد,کاش,عارف اختر نقوی
1468,کلش ایک مندر کا اوندھا پڑا ہے,کاش,عارف اختر نقوی
1469,کریدا تو ملبے کے نیچے میرا خواب,کاش,عارف اختر نقوی
1470,سانجھی وراثت کا ایک ساز بھی دفن تھا,کاش,عارف اختر نقوی
1471,مجھے یاد آیا,کاش,عارف اختر نقوی
1472,میرے اماں ابا نے اس ساز پر,کاش,عارف اختر نقوی
1473,کتنے الفت کے نغمے بجا کر سکھائے تھے ہم کو,کاش,عارف اختر نقوی
1474,جوانی میں,کاش,عارف اختر نقوی
1475,اس ساز کی نرم دل کش دھنوں پر,کاش,عارف اختر نقوی
1476,بڑے جوش اور حوصلے سے,کاش,عارف اختر نقوی
1477,ترانے محبت کے گائے تھے ہم نے,کاش,عارف اختر نقوی
1478,مگر پھر,کاش,عارف اختر نقوی
1479,روح پرور اذانوں کی آواز,کاش,عارف اختر نقوی
1480,اور مندروں کے بھجن,کاش,عارف اختر نقوی
1481,دل کشی بھول کر,کاش,عارف اختر نقوی
1482,اپنے غلبے کا اعلان بنتے گئے,کاش,عارف اختر نقوی
1483,شور اتنا بڑھا,کاش,عارف اختر نقوی
1484,ساز الفت کی آواز بھی دب گئی,کاش,عارف اختر نقوی
1485,شور سے جوش بڑھتا گیا,کاش,عارف اختر نقوی
1486,ہوش جاتا رہا,کاش,عارف اختر نقوی
1487,اور پھر یہ ہوا,کاش,عارف اختر نقوی
1488,آج شہر تمنا کی حالت ہے جو,کاش,عارف اختر نقوی
1489,جس طرف دیکھیے راکھ ہی راکھ ہے,کاش,عارف اختر نقوی
1490,اور میں,کاش,عارف اختر نقوی
1491,اپنی میراث کو,کاش,عارف اختر نقوی
1492,اپنی سانجھی وراثت کے ٹوٹے ہوئے ساز کو,کاش,عارف اختر نقوی
1493,اپنے دل سے لگائے,کاش,عارف اختر نقوی
1494,دل شکستہ و گریاں کھڑا ہوں,کاش,عارف اختر نقوی
1495,کیا کروں,کاش,عارف اختر نقوی
1496,اس کو ملبے میں ہی دفن کر دوں,کاش,عارف اختر نقوی
1497,مجھ سے یہ تو نہیں ہوگا,کاش,عارف اختر نقوی
1498,ایسا کرتا ہوں ٹوٹے ہوئے ساز کو,کاش,عارف اختر نقوی
1499,اپنی اولاد کو سونپ دوں,کاش,عارف اختر نقوی
1500,بس اسی آس پر,کاش,عارف اختر نقوی
1501,اسی امید میں,کاش,عارف اختر نقوی
1502,میرے بچے پھر اس ساز کو جوڑ کر,کاش,عارف اختر نقوی
1503,گیت الفت کے پھر گنگنانے لگیں,کاش,عارف اختر نقوی
1504,نفرتوں کو مٹانے لگیں,کاش,عارف اختر نقوی
1505,کاش یہ ہو سکے,کاش,عارف اختر نقوی
1506,پانی جم کر ہوا روپہلا,انکار,آرسی
1507,برف ہے لیکن سرد نہیں ہے,انکار,آرسی
1508,سوکھی ماٹی پر دھندھلکا,انکار,آرسی
1509,کہرا ہوگا گرد نہیں ہے,انکار,آرسی
1510,سکھ معصوم ہے چھپا نہیں ہے,انکار,آرسی
1511,غم کوئی بھی فرد نہیں ہے,انکار,آرسی
1512,یہ سب جو کہتی رہتی ہوں,انکار,آرسی
1513,یہ میرا دیوانہ پن ہے,انکار,آرسی
1514,درد نہیں ہے درد نہیں ہے,انکار,آرسی
1515,درد نہیں ہے درد نہیں ہے,انکار,آرسی
1516,پٹی باندھ رکھی انگلی پر,انکار,آرسی
1517,گہرے بھید گیا تھا نشتر,انکار,آرسی
1518,کہتی رہتی تھی وہ سب سے,انکار,آرسی
1519,ہاتھ پکڑ پر دیکھ سنبھل کر,انکار,آرسی
1520,زخم اچھوتا رکھ کر چھو لے,انکار,آرسی
1521,ہے کوئی ہمدرد نہیں ہے,انکار,آرسی
1522,ڈر بس زخم کے رسنے کا ہے,انکار,آرسی
1523,درد نہیں ہے درد نہیں ہے,انکار,آرسی
1524,اس کو کوئی چھوڑ گیا ہے,انکار,آرسی
1525,اس کو کوئی توڑ گیا ہے,انکار,آرسی
1526,رشتوں کی دیوار سرخ ہے,انکار,آرسی
1527,سر کوئی پھر پھوڑ گیا ہے,انکار,آرسی
1528,توڑ گیا جو چھوڑ گیا جو,انکار,آرسی
1529,دل اس کا بے درد نہیں ہے,انکار,آرسی
1530,ٹوٹے چھوٹے دل ہنستے ہیں,انکار,آرسی
1531,درد نہیں ہے درد نہیں ہے,انکار,آرسی
1532,سب نے سچ کا سواد چکھا ہے,انکار,آرسی
1533,کون سکھی ہے کون سکھا ہے,انکار,آرسی
1534,سلوٹ بھر مسکان کا پردا,انکار,آرسی
1535,رخ سے رخ تک اوڑھ رکھا ہے,انکار,آرسی
1536,کاغذ کا نقلی گلدستہ,انکار,آرسی
1537,سوکھا ہے پر زرد نہیں ہے,انکار,آرسی
1538,دیکھو سب ہیں شاد یہاں پر,انکار,آرسی
1539,کن دھاگوں نے باندھا ہم کو,انکار,آرسی
1540,کن دھاگوں کو باندھا ہم نے,انکار,آرسی
1541,پھول گانٹھ سے باندھی خوشیاں,انکار,آرسی
1542,گانٹھ سے گانٹھ کو باندھا غم نے,انکار,آرسی
1543,گانٹھ گٹھیلا جیون سارا,انکار,آرسی
1544,ان گانٹھوں کا میل نہیں ہے,انکار,آرسی
1545,کیوں سلجھائیں کاٹ نہ دیں کیوں,انکار,آرسی
1546,جال ہے آخر جیل نہیں ہے,انکار,آرسی
1547,کچھ مجبور ہیں کچھ ہیں عادی,انکار,آرسی
1548,کچھ اتنے بے درد نہیں ہیں,انکار,آرسی
1549,حال جو پوچھو سب بڑھیا ہے,انکار,آرسی
1550,درد نہیں ہے درد نہیں ہے,انکار,آرسی
1551,درد نہیں ہے درد نہیں ہے,انکار,آرسی
1552,تو میرا ہے,تو میرا ہے,آنس معین
1553,تیرے من میں چھپے ہوئے سب دکھ میرے ہیں,تو میرا ہے,آنس معین
1554,تیری آنکھ کے آنسو میرے,تو میرا ہے,آنس معین
1555,تیرے لبوں پہ ناچنے والی یہ معصوم ہنسی بھی میری,تو میرا ہے,آنس معین
1556,تو میرا ہے,تو میرا ہے,آنس معین
1557,ہر وہ جھونکا,تو میرا ہے,آنس معین
1558,جس کے لمس کو,تو میرا ہے,آنس معین
1559,اپنے جسم پہ تو نے بھی محسوس کیا ہے,تو میرا ہے,آنس معین
1560,پہلے میرے ہاتھوں کو,تو میرا ہے,آنس معین
1561,چھو کر گزرا تھا,تو میرا ہے,آنس معین
1562,تیرے گھر کے دروازے پر,تو میرا ہے,آنس معین
1563,دستک دینے والا,تو میرا ہے,آنس معین
1564,ہر وہ لمحہ جس میں,تو میرا ہے,آنس معین
1565,تجھ کو اپنی تنہائی کا,تو میرا ہے,آنس معین
1566,شدت سے احساس ہوا تھا,تو میرا ہے,آنس معین
1567,پہلے میرے گھر آیا تھا,تو میرا ہے,آنس معین
1568,تو میرا ہے,تو میرا ہے,آنس معین
1569,تیرا ماضی بھی میرا تھا,تو میرا ہے,آنس معین
1570,آنے والی ہر ساعت بھی میری ہوگی,تو میرا ہے,آنس معین
1571,تیرے تپتے عارض کی دوپہر ہے میری,تو میرا ہے,آنس معین
1572,شام کی طرح گہرے گہرے یہ پلکوں سائے ہیں میرے,تو میرا ہے,آنس معین
1573,تیرے سیاہ بالوں کی شب سے دھوپ کی صورت,تو میرا ہے,آنس معین
1574,وہ صبحیں جو کل جاگیں گی,تو میرا ہے,آنس معین
1575,میری ہوں گی,تو میرا ہے,آنس معین
1576,تو میرا ہے,تو میرا ہے,آنس معین
1577,لیکن تیرے سپنوں میں بھی آتے ہوئے یہ ڈر لگتا ہے,تو میرا ہے,آنس معین
1578,مجھ سے کہیں تو پوچھ نہ بیٹھے,تو میرا ہے,آنس معین
1579,کیوں آئے ہو,تو میرا ہے,آنس معین
1580,میرا تم سے کیا ناطہ ہے,تو میرا ہے,آنس معین
1581,چلو ایک کام کرتے ہیں,مداخلت,عامر اظہر
1582,ایسے بات کرتے ہیں,مداخلت,عامر اظہر
1583,کہ خاموش رہیں,مداخلت,عامر اظہر
1584,نہ تم کچھ بولو,مداخلت,عامر اظہر
1585,نہ میں کچھ بولوں,مداخلت,عامر اظہر
1586,نہ سنو تم کچھ,مداخلت,عامر اظہر
1587,نہ سنوں میں کچھ,مداخلت,عامر اظہر
1588,بس دیکھیں,مداخلت,عامر اظہر
1589,ایک دوسرے کی آنکھوں میں,مداخلت,عامر اظہر
1590,جب کہ سامنے,مداخلت,عامر اظہر
1591,نہ میں ہوں نہ تم,مداخلت,عامر اظہر
1592,مگر اس گفتگو کے بیچ میں,مداخلت,عامر اظہر
1593,اگر کہیں سے تم آ جاؤ,مداخلت,عامر اظہر
1594,تو اس مداخلت پہ,مداخلت,عامر اظہر
1595,مجھے کوئی اعتراض نہیں,مداخلت,عامر اظہر
1596,دانشور کہلانے والو,ایک نظم,آنس معین
1597,تم کیا سمجھو,ایک نظم,آنس معین
1598,مبہم چیزیں کیا ہوتی ہیں,ایک نظم,آنس معین
1599,تھل کے ریگستان میں رہنے والے لوگو,ایک نظم,آنس معین
1600,تم کیا جانو,ایک نظم,آنس معین
1601,ساون کیا ہے,ایک نظم,آنس معین
1602,اپنے بدن کو,ایک نظم,آنس معین
1603,رات میں اندھی تاریکی سے,ایک نظم,آنس معین
1604,دن میں خود اپنے ہاتھوں سے,ایک نظم,آنس معین
1605,ڈھانپنے والو,ایک نظم,آنس معین
1606,عریاں لوگو,ایک نظم,آنس معین
1607,تم کیا جانو,ایک نظم,آنس معین
1608,چولی کیا ہے دامن کیا ہے,ایک نظم,آنس معین
1609,شہر بدر ہو جانے والو,ایک نظم,آنس معین
1610,فٹ پاتھوں پر سونے والو,ایک نظم,آنس معین
1611,تم کیا سمجھو,ایک نظم,آنس معین
1612,چھت کیا ہے دیواریں کیا ہیں,ایک نظم,آنس معین
1613,آنگن کیا ہے,ایک نظم,آنس معین
1614,اک لڑکی کا خزاں رسیدہ بازو تھامے,ایک نظم,آنس معین
1615,نبض کے اوپر ہاتھ جمائے,ایک نظم,آنس معین
1616,ایک صدا پر کان لگائے,ایک نظم,آنس معین
1617,دھڑکن سانسیں گننے والو,ایک نظم,آنس معین
1618,تم کیا جانو,ایک نظم,آنس معین
1619,مبہم چیزیں کیا ہوتی ہیں,ایک نظم,آنس معین
1620,دھڑکن کیا ہے جیون کیا ہے,ایک نظم,آنس معین
1621,سترہ نمبر کے بستر پر,ایک نظم,آنس معین
1622,اپنی قید کا لمحہ لمحہ گننے والی,ایک نظم,آنس معین
1623,یہ لڑکی جو,ایک نظم,آنس معین
1624,برسوں کی بیمار نظر آتی ہے تم کو,ایک نظم,آنس معین
1625,سولہ سال کی اک بیوہ ہے,ایک نظم,آنس معین
1626,ہنستے ہنستے رو پڑتی ہے,ایک نظم,آنس معین
1627,اندر تک سے بھیگ چکی ہے,ایک نظم,آنس معین
1628,جان چکی ہے,ایک نظم,آنس معین
1629,ساون کیا ہے,ایک نظم,آنس معین
1630,اس سے پوچھو,ایک نظم,آنس معین
1631,کانچ کا برتن کیا ہوتا ہے,ایک نظم,آنس معین
1632,اس سے پوچھو,ایک نظم,آنس معین
1633,مبہم چیزیں کیا ہوتی ہیں,ایک نظم,آنس معین
1634,سونا آنگن تنہا جیون کیا ہوتا ہے,ایک نظم,آنس معین
1635,میں تم سے محبت کرتا ہوں کرتا ہوں محبت تم سے میں,میں تم سے محبت کرتا ہوں,عامر اظہر
1636,اس بات کی کوئی حد ہے کیا کہتا ہی رہوں ہر لہجے میں,میں تم سے محبت کرتا ہوں,عامر اظہر
1637,جس وقت جہاں دیکھا تھا تمہیں سوچا تھا نظر کا دھوکا ہے,میں تم سے محبت کرتا ہوں,عامر اظہر
1638,پر حسن تمہارا ایسا تھا رکھا ہی ہوا ہے دھوکے میں,میں تم سے محبت کرتا ہوں,عامر اظہر
1639,ہر طرح کی باتیں کرتے تھے ایسی نہ انوکھی تھیں باتیں,میں تم سے محبت کرتا ہوں,عامر اظہر
1640,اب عشق کہیں یا نا سمجھی کچھ کہنے میں یا سننے میں,میں تم سے محبت کرتا ہوں,عامر اظہر
1641,اک لمس میں کیا کیا ہاتھ آیا اک پل میں کئی صدیاں جی لیں,میں تم سے محبت کرتا ہوں,عامر اظہر
1642,کچھ عشق کیا کچھ کام اے دل زنجیر پڑی دروازے میں,میں تم سے محبت کرتا ہوں,عامر اظہر
1643,وہ شخص کہاں ہوگا عامرؔ چھوڑو کوئی تازہ بات کریں,میں تم سے محبت کرتا ہوں,عامر اظہر
1644,تو اصل میں بات کچھ ایسی ہے وہ یہ کہ کہاں تھا ویسے میں,میں تم سے محبت کرتا ہوں,عامر اظہر
1645,ایک بدن تھا ایک تھا سایا,شیرشک,آرسی
1646,جنبش بھر سے تھرکے کایا,شیرشک,آرسی
1647,جسم کی آنچ نظر سے چھلکی,شیرشک,آرسی
1648,چھانو پے ٹپکی سلگا چھایا,شیرشک,آرسی
1649,جھکتی اٹھتیں کسمس لپٹیں,شیرشک,آرسی
1650,سایا بدلے ساتھ کروٹیں,شیرشک,آرسی
1651,جسم کی چادر پاک انچھئی,شیرشک,آرسی
1652,اور سائے پر شوخ سلوٹیں,شیرشک,آرسی
1653,جسم کو آگ کا جادو آئے,شیرشک,آرسی
1654,اور جادو پر کب قابو آئے,شیرشک,آرسی
1655,سوز بدن کا سایا مہکے,شیرشک,آرسی
1656,چھانو سے جسم کی خوشبو آئے,شیرشک,آرسی
1657,نکلے سفر کو پیدل وہ چار ہم سفر تھے,چار مسافر,آفاق صدیقی
1658,سب اپنے راستے اور منزل سے باخبر تھے,چار مسافر,آفاق صدیقی
1659,اک فلسفی تھا ان میں دوسرا تھا نائی,چار مسافر,آفاق صدیقی
1660,پھر تیسرا سپاہی گنجا تھا جس کا بھائی,چار مسافر,آفاق صدیقی
1661,جنگل میں رات آئی لازم تھا ان کو سونا,چار مسافر,آفاق صدیقی
1662,لے کر چلے تھے اپنے وہ اوڑھنا بچھونا,چار مسافر,آفاق صدیقی
1663,سوئے کچھ اس طرح وہ اس میں ہوشیاری,چار مسافر,آفاق صدیقی
1664,ہر ایک کا تھا پہرا دو گھنٹے باری باری,چار مسافر,آفاق صدیقی
1665,پہلے سپاہی جاگا پھر آدھی رات آئی,چار مسافر,آفاق صدیقی
1666,وہ سو گیا تو پہرا دینے لگا تھا نائی,چار مسافر,آفاق صدیقی
1667,لمبے تھے اور گھنے تھے جو بال اس کے سر پر,چار مسافر,آفاق صدیقی
1668,نائی نے مونڈ ڈالے تیز استرا پھیر کر,چار مسافر,آفاق صدیقی
1669,بیدار فلسفی کو کر کے یہ بولا نائی,چار مسافر,آفاق صدیقی
1670,باری اب آپ کی ہے اٹھ جاؤ میرے بھائی,چار مسافر,آفاق صدیقی
1671,جب ہاتھ فلسفی نے چندیا پہ اپنی پھیرا,چار مسافر,آفاق صدیقی
1672,آپے سے ہو کے باہر نائی کو اس نے گھیرا,چار مسافر,آفاق صدیقی
1673,یہ کیا غضب کیا ہے ناحق اسے اٹھایا,چار مسافر,آفاق صدیقی
1674,باری تھی فلسفی کی گنجے کو کیوں جگایا,چار مسافر,آفاق صدیقی
1675,وہ چائے کی پیالی پہ یاروں کے جلسے,یاد علی گڑھ,عابد اللہ غٓازی
1676,وہ سردی کی راتیں وہ زلفوں کے قصے,یاد علی گڑھ,عابد اللہ غٓازی
1677,کبھی تذکرے حسن شعلہ رخاں کے,یاد علی گڑھ,عابد اللہ غٓازی
1678,محبت ہوئی تھی کسی کو کسی سے,یاد علی گڑھ,عابد اللہ غٓازی
1679,ہر اک دل وہاں تھا نظر کا نشانہ,یاد علی گڑھ,عابد اللہ غٓازی
1680,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1681,بہت اپنا انداز تھا لاابالی,یاد علی گڑھ,عابد اللہ غٓازی
1682,کبھی تھے جلالی کبھی تھے جمالی,یاد علی گڑھ,عابد اللہ غٓازی
1683,کبھی بات میں بات یوں ہی نکالی,یاد علی گڑھ,عابد اللہ غٓازی
1684,سر راہ کوئی قیامت اٹھا لی,یاد علی گڑھ,عابد اللہ غٓازی
1685,کسی کو لڑانا کسی کو بچانا,یاد علی گڑھ,عابد اللہ غٓازی
1686,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1687,کبھی سچی باتوں کو جھوٹا بتایا,یاد علی گڑھ,عابد اللہ غٓازی
1688,کبھی جھوٹی باتوں کو سچ کر دکھایا,یاد علی گڑھ,عابد اللہ غٓازی
1689,کبھی راز دل کہہ کے اس کو چھپایا,یاد علی گڑھ,عابد اللہ غٓازی
1690,کبھی دوستوں میں یوں ہی کچھ اڑایا,یاد علی گڑھ,عابد اللہ غٓازی
1691,بتا کر چھپانا چھپا کر بتانا,یاد علی گڑھ,عابد اللہ غٓازی
1692,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1693,کبھی بزم احباب میں شعلہ افشاں,یاد علی گڑھ,عابد اللہ غٓازی
1694,کبھی یونین میں تھے شمشیر براں,یاد علی گڑھ,عابد اللہ غٓازی
1695,کبھی بزم واعظ میں تھے پا بہ جولاں,یاد علی گڑھ,عابد اللہ غٓازی
1696,بدلتے تھے ہر روز تقدیر دوراں,یاد علی گڑھ,عابد اللہ غٓازی
1697,جہاں جیسی ڈفلی وہاں ویسا گانا,یاد علی گڑھ,عابد اللہ غٓازی
